loved,posted_count,loved_count,artist_index_mod,speechiness,loudness,tagsum,artist,title,sitename,mediaid,site_index_mod,tagsum_raw
FALSE,0.040358744,0.303256034,0,0,0.949238139,0.125,felixcartal,Tonight (Original Mix) (feat. Maja Ivarsson from The Sounds),Chubby Beavers,1ksas,0,1
FALSE,0.00896861,0.045773999,0,0.025336,0.684404941,0.125,ramonafalls,Proof,The Music Ninja,1ksb9,0,1
FALSE,0.00896861,0.047432287,0,0.108258,0.711964677,0.375,kidsthesedays,Darling,Simply 7,1ksca,0,3
FALSE,0.004484305,0.016582875,0,0.036522,0.80307053,0.5,nodoubt,Don't Speak,Inyourspeakers Media,1ksgh,0,4
FALSE,0,0.029770209,0,0,0.949238139,0.125,florenceandthemachine,You Got The Love (The Bà¥êb Squad Breaks Mix),Free Breaks Blog,1ksjr,0,1
FALSE,0.040358744,0.065647127,0,0,0.949238139,0,viceroywhitenoize,Only Takes (Original Mix),Silence Nogood,1kt18,0,0
FALSE,0.00896861,0.03082309,0,0,0.949238139,0.25,project46,The Rift (Original Mix),aerial noise,1ktar,0,2
TRUE,0.031390135,0.113447922,0,0,0.949238139,0,killparis,Keep Your Secrets in Midnight City,touchez francais,1ky0n,0,0
FALSE,0.112107623,0.135584744,0.4,0.068206,0.793402978,0.125,theknocks,Learn To Fly,JayeL Audio Music,1kzak,0.277777778,1
FALSE,0.013452915,0.04253639,0,0.039768,0.742150525,0.125,saintetienne,I've Got Your Music (Golden Filter Remix),Vacay Wave,1kze6,0,1
TRUE,0.013452915,0.10002369,0,0,0.949238139,0.125,laidbackluke,1234 Feat. Chuckie & Martin Solveig (Original Mix),EARMILK,1kzfe,0,1
FALSE,0.031390135,0.084256798,0,0,0.949238139,0.25,childishgambino,Fuck Your Blog (feat. Flynt Flossy & Yung Humma),CHROMEMUSIC,1kzn8,0,2
FALSE,0.273542601,0.318917638,0,0,0.949238139,0.375,goldroom,Fifteen (ft Chela),Buzzbands.LA,1m044,0,3
FALSE,0.112107623,0.101813587,0,0.059843,0.78226365,0,ghostbeach,Miracle,KEXP Blog,1m0a7,0,0
FALSE,0.228699552,0.066515754,0,0.052117,0.803301397,0.375,m83,Graveyard Girl,Music For Ants,1m0ab,0,3
TRUE,0.062780269,0.117001395,0,0.387372,0.755367656,0.5,prettylights,You Get High,EARMILK,1m0jt,0,4
FALSE,0.049327354,0.101524045,0,0.03251,0.70645273,0,emmalouise,Boy,Let's Not Get Carried Away,1m13r,0,0
TRUE,0.035874439,0.062146298,0,0,0.949238139,0.25,zedsdeadomarlinx,NO PRAYERS (KEYS N KRATES RMX),White Folks Get Crunk,1m1bd,0,2
FALSE,0.00896861,0.0353768,0,0,0.949238139,0,thetwelves,The Twelves | 08.05.2012,Revista MetrÃ_nomo,1m1d0,0,0
FALSE,0.01793722,0.125740307,0,0,0.949238139,0.125,benhoward,Call Me Maybe (Carly Rae Jepsen Cover),Cover Lay Down,1m1ef,0,1
FALSE,0.01793722,0.063383433,0,0,0.949238139,0,lilkids,Nobodies,Dingus,1m1ve,0,0
FALSE,0.02690583,0.006527862,0,0.050459,0.733117858,0,careful,It's Funny,KEXP Blog,1n80b,0,0
TRUE,0.076233184,0.150483009,0,0,0.949238139,0.25,modjo,Lady (Kaytranada Remix),Never Radio,1rf0g,0,2
TRUE,0.01793722,0.113895396,0,0.027953,0.717678633,0,inthevalleybelow,Peaches,Indie Shuffle,1rmtg,0,0
FALSE,0.02690583,0.178489642,0.4,0,0.949238139,0.125,theknocks,The Feeling (Dave Edwards Remix),aerial noise,1t7dh,0,1
FALSE,0.049327354,0.248690479,0,0,0.949238139,0,embrz,Slow Down,nialler9,1y3jj,0,0
FALSE,0.058295964,0.257034561,0,0,0.949238139,0,embrz,Make Your Way,nialler9,1z1vr,0,0
FALSE,0.112107623,0.405095944,0,0,0.949238139,0.25,azealiabanks,Atm Jam feat. Pharrell (Kaytranada Edition),Inyourspeakers Media,1z53b,0,2
TRUE,0.174887892,0.199310363,0,0,0.949238139,0.125,sayloulou,Feels Like We Only Go Backwards (Tame Impala Cover),Et Musique Pour Tous,1zdn7,0,1
FALSE,0.165919283,0.2224211,0,0,0.949238139,0,chvrches,The Mother We Share (Moon Boots Remix),surviving the golden age,1zepg,0.5,0
TRUE,0.219730942,0.68600458,0,0.125307,0.757301166,0.375,mapei,Don't Wait,Faded Glamour,1zm6w,0,3
FALSE,0.121076233,0.172382933,0,0.036826,0.754184463,0.125,josefsalvat,Every Night,josh is listening to,204ky,0,1
TRUE,0.067264574,0.075149377,1,0.064024,0.555090615,0,crookedcolours,Come Down,music is art,204z0,0,0
FALSE,0.080717489,0.130925746,0,0,0.949238139,0.375,common,I Want You (Kaytranada Edition),The 405,2055a,0,3
FALSE,0.183856502,0.261667237,0.5,0,0.949238139,0.375,drake,Come Thru (James Blake Version),House of Lords,205dd,0,3
FALSE,0.040358744,0.066936906,0,0,0.949238139,0.125,edwardsharpeandthemagneticzeros,Life Is Hard (Teen Daze Remix),The New LoFi,205f7,0,1
TRUE,0.080717489,0.401463505,0,0,0.949238139,0.375,thepharcyde,Runnin' (Bit Funk Remix),Lautstark,205k2,0,3
FALSE,0.004484305,0.081545629,0,0.028325,0.805321482,0.125,yuna,Lights And Camera,Earbuddy,205p1,0,1
FALSE,0.040358744,0.193124687,0,0,0.949238139,0,thomasjack,Symphony (Original Mix),Stoney Roads,205r0,0,0
FALSE,0.00896861,0.152536127,0.5,0,0.949238139,0.25,eminem,Beautiful Pain feat. Sia,Earbuddy,207bj,0,2
FALSE,0.107623318,0.079571477,0,0.045737,0.737937204,0.125,haerts,Wings (Shlohmo Remix),Cougar Microbes,20cjh,0.2,1
FALSE,0.165919283,0.053223132,0,0.03033,0.750836893,0.25,damienjurado,Silver Timothy,The Swollen Fox,20jv6,0,2
FALSE,0.215246637,0.038087968,0,0.038504,0.769767979,0.125,temples,Mesmerise,We All Want Someone To Shout For,20jvd,0,1
FALSE,0.618834081,0.3342897,0,0.035728,0.764660048,0.375,thewarondrugs,Red Eyes,Inyourspeakers Media,20xm4,0,3
FALSE,0.022421525,0.394224948,0,0,0.949238139,0,rudimental,Free (Cash Cash X Gazzo Remix),EARMILK,21hnn,0,0
FALSE,0.125560538,0.127266984,0,0.045183,0.738456655,0.25,bombaybicycleclub,Luna,SFCritic,21kgk,0,2
TRUE,0.165919283,0.028296175,0,0.03008,0.775049059,0.125,realestate,Talking Backwards,Fuzzy Logic,21rvk,0,1
TRUE,0.031390135,0.249901292,0,0,0.949238139,0.375,teemiddanielaandrade,Crave You (Flight Facilities Cover),I Heart Moosiq,226ye,0,3
TRUE,0.098654709,0.267931879,0.333333333,0.080154,0.760764169,0.125,majorlazer,Aerosol Can (feat. Pharrell Williams),Maddecent,227j1,0,1
TRUE,0.098654709,0.417467295,0,0.046778,0.682182847,0.125,miguel,Simplethings,Site of Sound,228mk,0,1
FALSE,0.031390135,0.364691637,0,0.05089,0.766824426,0.5,americanauthors,Best Day Of My Life (Just A Gent Remix),I Heart Moosiq,229ha,0,4
FALSE,0.058295964,0.003737727,0,0.027059,0.742352534,0.125,mammÃºt,Salt,MusikBlog,229wz,0,1
FALSE,0.179372197,0.415624753,0,0.152768,0.695630844,0.5,tourist,I Can't Keep Up (feat. Will Heard),REDEFINE magazine,22ejp,0,4
FALSE,0.206278027,0.023031771,0,0.024978,0.706741314,0,amendunes,Lonely Richard,Fuzzy Logic,22ksd,0,0
FALSE,0.004484305,0.004974862,0,0.033207,0.639587903,0,frankiecosmos,My I Love You,"Song, by Toad",22ky1,0,0
FALSE,0.044843049,0.008475692,0,0.040323,0.737215745,0,seannicholassavage,Naturally,Dots & Dashes,22m21,0,0
FALSE,0.30941704,0.171277408,0,0.050251,0.755309939,0,jungle,Busy Earnin',Abeano Music,22m26,0,0
TRUE,0.242152466,0.125950883,0.333333333,0,0.949238139,0.25,tameimpala,Stranger In Moscow(( MJ cover)),Silence Nogood,23383,0.583333333,2
FALSE,0.022421525,0.049906557,0,0,0.949238139,0,thvn,toxic,Sirens of Decay,234rw,0,0
FALSE,0.192825112,0.104787976,0,0.070283,0.705327254,0,thenightvi,Sienna,DrunkenWerewolf,236d7,0,0
FALSE,0.139013453,0.091258456,0,0.028185,0.791094309,0,zelladay,1965,West Coast Fix,236fk,0,0
FALSE,0.098654709,0.196362296,0,0.030203,0.776347686,0,porterrobinson,Sea Of Voices (RAC Mix),JayeL Audio Music,236gd,0,0
FALSE,0.121076233,0.256218578,0,0.061184,0.754184463,0,safia,"Paranoia, Ghosts & Other Sounds",Site of Sound,236kx,0.5,0
FALSE,0.062780269,0.100207944,0,0,0.949238139,0.125,haim,If I Could Change Your Mind (The Knocks Remix),the burning ear,236m2,0,1
FALSE,0.022421525,0.112789871,0,0,0.949238139,0,steveaokidiplodeorro,Freak (feat. Steve Bays),Dancing Astronaut,236tz,0,0
FALSE,0.197309417,0.355900082,0,0.027174,0.704346069,0.125,lykkeli,No Rest For The Wicked,Cougar Microbes,2374v,0.2,1
FALSE,0.147982063,0.1266879,0,0.046259,0.74206395,0,londongrammar,Hey Now (Bonobo Remix),Twee Huizen Verder,23781,0,0
FALSE,0.242152466,0.107815009,0,0.071183,0.691561815,0,benkhan,Youth,When The Gramophone Rings,237kw,0,0
FALSE,0.089686099,0.49856545,0,0,0.949238139,0,jaymesyoung,Habits Of My Heart (Sufjan Stevens Remake),JayeL Audio Music,238f5,0.277777778,0
TRUE,0.031390135,0.355136743,0,0,0.949238139,0,miguelfeatwale,Bennie and the Jets,Guilty Feet Have Got No Rhythm,239bn,0,0
FALSE,0.183856502,0.185859809,0,0,0.949238139,0,szafeatchancetherapper,Childs Play,The 405,23c5d,0,0
FALSE,0.02690583,0.040430628,0,0,0.949238139,0,goldlink,Bedtime Story (Prod. Louie Lastic),Silence Nogood,23hn5,0,0
FALSE,0.040358744,0.022268432,0,0.057323,0.732425257,0.125,kelis,'Runnin' (Machinedrum Remix),Indie Shuffle,23px8,0,1
FALSE,0.00896861,0.026506278,0,0,0.949238139,0.25,goldroom,Embrace (backstroke. Remix),Poetry in an Empty Coke Can,23tcs,0,2
FALSE,0.098654709,0.451264773,0,0.033816,0.386124899,0,jamesbay,Let It Go,Spectrum Culture,23wf2,0,0
FALSE,0.040358744,0.215577374,0,0,0.949238139,0.25,layla,SmokeStacks (DIMOND SAINTS Rework),manalogue.,246ew,0,2
TRUE,0.004484305,0.008633624,0,0.290292,0.684462657,0.125,monsterrally,Chin-don-ya,music islands,247x6,0,1
FALSE,0.01793722,0.194914585,0,0,0.949238139,0.25,jurassic5,The Way We Do It,Musikfar,24jdj,0,2
FALSE,0.049327354,0.004079914,0,0.079021,0.643137481,0,tanyatagaq,Uja,Chicago Reader,24s65,0,0
FALSE,0,0.009317996,0,0.361603,0.698718689,0,fatima,Biggest Joke Of All,Don't Need No Melody,24te4,0,0
FALSE,0.134529148,0.050169777,0,0.026515,0.737706337,0.25,sinkane,Hold Tight,JayeL Audio Music,24y1z,0,2
FALSE,0.053811659,0.178094812,0,0.031005,0.810429412,0,olivver,Lucy (Hurt People Hurt People),Operation Every Band,2583z,0,0
FALSE,0.058295964,0.009160064,0,0.030966,0.618665589,0.125,stevegunn,Milly's Garden,Earbuddy,25e7m,0,1
FALSE,0.062780269,0.096022742,0,0.077362,0.742323675,0.125,rlgrime,Core,No Country For New Nashville,25hg1,0,1
FALSE,0.031390135,0.256297544,0,0,0.949238139,0.25,sum41,In Too Deep (Kasum Remix,I Heart Moosiq,25hpx,0,2
FALSE,0.022421525,0.123871443,0.5,0,0.949238139,0.25,kanyewest,Bound 2 (The Rooftop Boys Remix),D SQUARED,25ke4,0.5,2
FALSE,0.004484305,0.295491037,0,0.031825,0.376024472,0.125,vancejoy,Mess Is Mine,Hillydilly,25mg3,0,1
FALSE,0.035874439,0.354031218,0,0,0.949238139,0,flumefeatkanyewest,Insane (White Panda Vocal Edit),Vanscene,25mjj,0,0
FALSE,0.080717489,0.164038851,0,0,0.949238139,0,lorde,Tennis Court (Diplo's Andre Agassi Remix),Salacious Sound,25mng,0.25,0
FALSE,0.02690583,0.101918876,0,0,0.949238139,0,whitneyhouston,I Learned From The Best (Gryffin Remix),I Heart Moosiq,25mph,0,0
TRUE,0.080717489,0.212787239,0,0.029364,0.81328639,0.375,spoon,Inside Out,Tuneage,25mvj,0,3
FALSE,0.224215247,0.500092127,0,0.028062,0.77115318,0.125,banks,BEGGIN FOR THREAD,Inyourspeakers Media,25mxa,0,1
FALSE,0.062780269,0.171330052,0,0.063321,0.754530763,0,dawngolden,All I Want (Manila Killa Remix),First Ear,25nbf,0,0
FALSE,0.035874439,0.234055434,0,0,0.949238139,0.25,50cent,21 Questions (SNBRN Remix),gottadancedirty,25ngr,0,2
FALSE,0.022421525,0.179989998,0,0,0.949238139,0.125,adventureclub,Gold (Candyland & REVOKE Remix),Chubby Beavers,25nq8,0,1
FALSE,0.058295964,0.133268406,0,0,0.949238139,0,yearsandyears,Breathe (Blu Cantrell cover),Unrecorded,25nxt,0,0
TRUE,0.00896861,0.133952778,0,0,0.949238139,0,naturalanimal,Last Night feat. Craig Stickland (Strokes Cover),I Heart Moosiq,25p2d,0,0
TRUE,0.022421525,0.379747835,0.7,0,0.949238139,0.125,thewhitepanda,Cooler Than Latch (Disclosure feat. Sam Smith // Mike Posner),Casablanca Sunset,25pwf,0,1
FALSE,0.192825112,0.277486773,0,0.275413,0.793056678,0,rustie,Attak (feat. Danny Brown),IHEARTCOMIX,25pza,0,0
FALSE,0.022421525,0.233844858,0,0,0.949238139,0.125,skizzymars,Lucy (Olivver Remix),Indie Shuffle,25qd9,0,1
TRUE,0.116591928,0.579821537,0.4,0.044983,0.855448459,0.125,theknocks,Classic (feat. Powers),SFCritic,25xk6,0.5,1
FALSE,0.139013453,0.026216736,0,0.028288,0.588624033,0.125,seaoleena,If I'm,Just Music That I Like,25z92,0,1
FALSE,0.089686099,0.012897792,0,0.036579,0.733868175,0.125,allodarlin,Romance And Adventure,Berkeley Place,260dr,0,1
FALSE,0.251121076,0.418993972,0,0,0.949238139,0.125,altj,Every Other Freckle,The Devil Has The Best Tuna,261f8,0,1
FALSE,0.00896861,0.018109552,0,0.046152,0.755713956,0,starfoxxx,Bae HD,Electric Panda Music,2651y,0,0
TRUE,0.044843049,0.228527809,0.4,0,0.949238139,0.125,theknocks,Classic (RAC Mix),Site of Sound,2654z,0.5,1
FALSE,0.004484305,0.010765708,0.333333333,0.81781,0.327513563,0.125,thedrums,I Can't Pretend,KEXP Blog,265r5,0,1
FALSE,0.089686099,0.558737596,0,0.030336,0.834699296,0.375,coldwarkids,First,Never Radio,26a2r,0,3
FALSE,0.134529148,0.060935485,0,0.087956,0.80113702,0.125,haerts,Giving Up,Indie Obsessive,26by0,0,1
FALSE,0.183856502,0.028348819,0,0.045251,0.637683251,0,aphextwin,minipops 67 (120.2)(source Field Mix),Wondering Sound,26dqh,0,0
TRUE,0,0.010844674,1,0,0.949238139,0.25,otisredding,Sittin On The Dock Of The Bay (TEEMID Edit),Yaqui,26eye,0,2
FALSE,0.215246637,0.225105946,0,0,0.949238139,0,flightfacilities,Two Bodies feat. Emma Louise (Extended Version),Silence Nogood,26fc6,0.583333333,0
FALSE,0.053811659,0.227896081,0,0.071726,0.868232714,0.125,oliver,Light Years Away,JayeL Audio Music,26gx7,0,1
FALSE,0.206278027,0.111684346,0,0.295742,0.743622302,0.25,runthejewels,Oh My Darling Don't Cry,Too Much Love Magazine ,26khp,0,2
FALSE,0.035874439,0.109868127,0,0,0.949238139,0.125,rac,Cheap Sunglasses feat. Matthew Koma (Two Friends Remix),Chubby Beavers,26mpj,0,1
TRUE,0.053811659,0.003632439,0,0.057434,1,0,mitski,Townie,Music Broke My Bones,26mqp,0,0
FALSE,0.01793722,0.054302335,0.4,0,0.949238139,0.125,theknocks,Classic (DiscoTech Remix) - Big Beat,JayeL Audio Music,26n5b,0.277777778,1
FALSE,0.080717489,0.145244926,0,0.037439,0.80765901,0,matingritual,Toxins,Audio Drums,26ngg,0,0
FALSE,0.035874439,0.063436077,0,0.109205,0.696727462,0,kp,where did you go,I Heart Moosiq,26px0,0,0
FALSE,0.00896861,0.053012556,0,0.035884,0,0,aphextwin,Aisatsana,said the gramophone,26qkp,0.5,0
FALSE,0.143497758,0.062146298,0,0.04361,0.781571049,0.125,yellerkin,Tools,Operation Every Band,26rsp,0,1
FALSE,0.174887892,0.041115001,0,0,0.949238139,0,tÄÅlÄÅ,Alchemy,Stamp The Wax,26t41,0,0
FALSE,0.044843049,0.221763049,0,0,0.949238139,0,odesza,Say My Name (feat. Zyra) (cln Remix),acid stag,26t7k,0,0
FALSE,0.040358744,0.127319628,0,0,0.949238139,0.375,ti,No Mediocre feat. Iggy Azalea (Grandtheft Remix),Different Kitchen,26tj0,0,3
FALSE,0.044843049,0.129451712,0,0,0.949238139,0,felixjaehnfeatchrismeid,One Last Time Remix,JayeL Audio Music,26tvp,0,0
FALSE,0.013452915,0.055986944,0,0,0.949238139,0,foynesnicholasbasquiat,Protect (Feat. Antony & Cleopatera) (Foynes Remix),I Heart Moosiq,26tvt,0,0
FALSE,0.01793722,0.072096023,0,0.03668,0.743247143,0,jaymesyoung,What Should I Do,Sunset in the Rearview,26txn,0.545454545,0
FALSE,0.02690583,0.061461925,0,0.083589,0.83426642,0.125,dirtysouth,Unbreakable (Elephante Remix),Dancing Astronaut,26tye,0,1
FALSE,0.040358744,0.173277882,0,0,0.949238139,0,tulahome,Wicked Game,grinzao,26vjs,0,0
FALSE,0.067264574,0.151483246,0,0,0.949238139,0.375,joeybada$$,Get Paid,Pilerats,26vk9,0,3
FALSE,0.040358744,0.061067095,0,0,0.949238139,0,youngsick,Breathe (TÃ©lÃ©popmusik Cover),Salacious Sound,26vkp,0,0
FALSE,0.098654709,0.053407386,0,0.107619,0.662645735,0.125,thrupence,Silk,Deftune,26w7s,0,1
FALSE,0.013452915,0.161880445,0,0.033364,0.420004617,0,lorde,Yellow Flicker Beat,Earbuddy,26wg0,0,0
FALSE,0.031390135,0.163986207,0,0.032238,0.638318135,0,jaymesyoung,I'll Be Good,Ladywood ,26x11,0,0
FALSE,0.058295964,0.193519518,0,0,0.949238139,0,cleanbanditjessglynne,Real Love,JayeL Audio Music,26xhz,0,0
FALSE,0.035874439,0.126214103,0.333333333,0,0.949238139,0.125,florencethemachine,You've Got The Love (Prince Fox Remix),EDM Girl,27170,0,1
FALSE,0.062780269,0.038772341,0,0,0.949238139,0,bluehawaii,Get Happy,What Else Is There?,27ams,0,0
TRUE,0.152466368,0.075912716,0,0.484973,0.806706684,0,misun,Superstitions,Substance is meaningless ,27bhr,0,0
FALSE,0.103139013,0.019346687,0,0.038651,0.652978183,0.625,natalieprass,Why Don't You Believe In Me,The Swollen Fox,27cmn,0,5
FALSE,0.121076233,0.332841989,0,0,0.949238139,0,baauer,One Touch feat. AlunaGeorge & Rae Sremmurd,Pilerats,27ehz,0,0
TRUE,0.201793722,0.039956832,0,0.03304,0.642444881,0.125,fatherjohnmisty,Bored In The USA,barrygruff,27msa,0,1
FALSE,0.040358744,0.131004712,0,0.033949,0.620108507,0.25,rÃ¶yksopp,Thank You,music is art,27mzc,0,2
FALSE,0.049327354,0.040746493,0,0.02799,0.714417638,0,vaults,Poison,Little Indie Blogs,27nrm,0,0
FALSE,0.049327354,0.424890106,0,0,0.949238139,0,whilkandmisky,Babe I'm Yours,Inyourspeakers Media,27qph,0,0
FALSE,0.044843049,0.374799295,0,0,0.949238139,0,kanyewestvssamsmith,Tell Me I'm The Only One (Carlos Serrano Mix),Wake the Deaf,27x6p,0,0
FALSE,0.040358744,0.139585691,0,0,0.949238139,0,maiday,Wish You'd Met Me First,The 405,285hh,0,0
FALSE,0.049327354,0.132531389,0,0.054212,0.766997576,0.125,cassian,Running (Plastic Plates Remix),Beautiful Buzzz,28adb,0,1
FALSE,0.013452915,0.058382248,0,0,0.949238139,0,beberexha,I'm Gonna Show You Crazy,Electric Panda Music,28h1t,0,0
FALSE,0.188340807,0.048116659,0.25,0.044432,0.809996537,0,toroymoi,Empty Nesters,KEXP Blog,28ykp,0,0
FALSE,0.004484305,0.038903951,0,0,0.949238139,0.375,chancetherapper,Sunday Candy Feat. The Social Experiment,Inyourspeakers Media,296pt,0,3
FALSE,0.381165919,0.214577137,0,0.040427,0.796606256,0.25,unknownmortalorchestra,Multi-Love,Sunset in the Rearview,29adb,0.545454545,2
FALSE,0.035874439,0.061567213,0,0,0.949238139,0,matrimony,Giant (Ghosts Remix),Audio Aquarium,29gay,0,0
FALSE,0.107623318,0.094943539,0,0.060168,0.726249567,0,lapalux,Don't Mean A Thing,music is art,29q40,0,0
FALSE,0.080717489,0.125687663,0.4,0.047998,0.779724114,0.125,theknocks,Dancing With Myself,JayeL Audio Music,29s5a,0.277777778,1
TRUE,0.013452915,0.014187571,0,0.0429,0.361912732,0,courtneybarnett,Depreston,said the gramophone,29w6h,0,0
TRUE,0.417040359,0.369561212,0.333333333,0.044291,0.46773635,0.25,tameimpala,Let It Happen,barrygruff,2a1mf,0.5,2
FALSE,0.103139013,0.379089784,0,0.10367,0.742958559,0,nombe,California Girls,El Tino,2a2ak,0,0
FALSE,0.00896861,0.011107894,0,0,0.949238139,0.125,pools,â˜• coffee in the morning â˜•,Delicieuse Musique,2a90h,0,1
FALSE,0.031390135,0.014213893,0,0,0.949238139,0.25,unknownmortalorchestra,Multi-Love (20syl Remix),Cause=Time,2aade,0.5,2
FALSE,0.040358744,0.105472349,0.4,0.048105,0.817182269,0.125,theknocks,Collect My Love feat. Alex Newell,JayeL Audio Music,2aews,0.277777778,1
TRUE,0.134529148,0.32531389,0,0,0.949238139,0,whatsonot,Gemini feat. George Maple,No Country For New Nashville,2afyr,0,0
FALSE,0,0.027532837,0.333333333,0.033739,0.804455731,0.25,tameimpala,Cause I'm A Man,Indie Shuffle,2ahss,0.47826087,2
FALSE,0.067264574,0.317022453,0,0,0.949238139,0,muramasa,6. Lovesick Fuck,Poetry in an Empty Coke Can,2an66,0,0
FALSE,0.089686099,0.450764655,0.833333333,0.074603,0.804138289,0.25,ratatat,Cream on Chrome,The Wandering Lamb,2ap7v,0.5,2
FALSE,0.179372197,0.072490853,0,0.064023,0.439022279,0.5,wolfalice,Bros,newmusic.cz,2asey,0,4
FALSE,0.013452915,0.020847043,0.333333333,0.033739,0.804455731,0.25,tameimpala,Cause I'm a Man,barrygruff,2atnn,0.5,2
FALSE,0.295964126,0.125898239,0,0.053913,0.867309246,0.25,unknownmortalorchestra,Can't Keep Checking My Phone,Loud and Quiet,2avcn,0,2
FALSE,0.035874439,0.121897291,0,0,0.949238139,0.125,lorangejeremiahjae,All I Need (feat. Gift Of Gab),Lautstark,2ax54,0,1
FALSE,0.031390135,0.084598984,0,0,0.949238139,0,ishinohana,LuciÌÅa (John Talabot's Sunset edit),Electrocorp ,2aybj,0,0
FALSE,0.040358744,0.219683609,0,0,0.949238139,0.25,littlegiants,"Lately (Love, Love, Love)",Abduction Radiation,2aynk,0,2
FALSE,0.01793722,0.14229686,0,0,0.949238139,0,wizkhalifafeatcharlieputh,See You Again (Ale Mora Remix),EDM Girl,2azcr,0,0
FALSE,0.094170404,0.310020794,0,0.140892,0.832910077,0.125,alessia,HERE,J(am) of the Day,2b0gs,0,1
TRUE,0.121076233,0.019925772,0,0.126538,0.796433106,0.125,cayucas,Moony Eyed Walrus,blahblahblahscience,2b1kk,0,1
FALSE,0.098654709,0.100997605,0,0.082446,0.619646774,0,astronautsetc,No Justice,The Music Court,2b54c,0,0
TRUE,0.00896861,0.119580953,0,0,0.949238139,0.125,lanadelrey,Born To Die (Absence Remix),Oh My Rock,2b5c3,0.5,1
TRUE,0.139013453,0.037561528,0,0.027887,0.761947362,0,ducktails,Headbanging In The Mirror,The Wandering Lamb,2b5et,0,0
FALSE,0.071748879,0.189281672,0,0,0.949238139,0,remyboyz,My Way RMX feat. Drake,The Fader,2b5hn,0,0
FALSE,0.035874439,0.100365876,0,0.032802,0.709742583,0,â€¢â—_hopiumâ—_â€¢,Right Now,Stereofox,2b5pr,0,0
FALSE,0.058295964,0.053538996,0,0.044915,0.758772942,0,honne,Top To Toe,Musicgeeks,2b5tf,0,0
TRUE,0.00896861,0.133426338,1,0,0.949238139,0.375,outkast,Roses (PLS&TY Remix),Your Music Radar,2b6yd,0.333333333,3
FALSE,0.031390135,0.014029639,0,0.034462,0.678633268,0,doepaoro,The Wind (feat. Adam Rhodes),Northern Transmissions,2b8vq,0,0
FALSE,0.139013453,0.257034561,0,0,0.949238139,0.125,yearsandyears,Shine,Spectrum Culture,2b8xm,0,1
FALSE,0.040358744,0.101313469,0,0,0.949238139,0.25,ohwonder,Midnight Moon (Melvv Remix),gottadancedirty,2b8z0,0,2
FALSE,0.013452915,0.170645679,0,0,0.949238139,0.125,tovelo,Talking Body (Jax Jones Remix),JayeL Audio Music,2b92r,0,1
FALSE,0.022421525,0.138664421,0,0,0.949238139,0,thechainsmokers,Let You Go (Steve James Remix),EDM Girl,2b9jx,0,0
FALSE,0.022421525,0.168566239,0,0,0.949238139,0.125,blackbear,90210 feat. G-Eazy (Matt DiMona Remix),Stoney Roads,2b9ng,0,1
FALSE,0.035874439,0.14269169,0,0.03956,0.756435415,0,gigamesh,The Music,The Jackplug,2b9xa,0,0
FALSE,0.00896861,0.139348793,0,0.041073,0.797472007,0,astrids,2AM (Matoma Remix),JayeL Audio Music,2b9zs,0,0
FALSE,0.004484305,0.077070885,0,0,0.949238139,0,troyboi,Do You feat. Armani White (Remix),Indie Shuffle,2ba6s,0,0
FALSE,0.134529148,0.245479192,0,0.057972,0.862893917,0,powers,Beat Of My Drum,blahblahblahscience,2ba6t,0,0
TRUE,0.044843049,0.051617488,0.4,0,0.949238139,0.125,theknocks,Classic (Pat Lok Shymix),EDM Girl,2bamw,0,1
FALSE,0.076233184,0.221999947,0,0,0.949238139,0.125,diplo,Bitch Better Have My Money (Diplo & Grandtheft Remix)OFFICIAL,Never Radio,2baq6,0.222222222,1
TRUE,0.00896861,0.190281909,0,0.037115,0.751673785,0.25,sia,California Dreamin,Your Music Radar,2bbc8,0,2
FALSE,0.044843049,0.330209787,0,0,0.949238139,0.125,filous,How Hard I Try feat. James Hersey,Sunset in the Rearview,2bd2b,0.545454545,1
FALSE,0.022421525,0.057434656,0,0.042606,0.755598522,0.25,rihanna,Bitch Better Have My Money (Claude VonStroke Remix),THUMP,2bfw2,0,2
TRUE,0.044843049,0.151456924,0,0.05357,0.810660279,0.375,cheerselephant,Airliner,Noonday Tune,2bfxf,0,3
FALSE,0.098654709,0.321049722,0,0,0.949238139,0.25,flume,Some Minds feat. Andrew Wyatt,Beautiful Buzzz,2bk4b,0,2
FALSE,0.031390135,0.471822274,0.333333333,0.031945,0.772018931,0.125,majorlazer,Be Together (feat. Wild Belle),Musikfar,2bmb6,0,1
TRUE,0.107623318,0.055986944,0,0.048199,0.802637654,0,hibou,Dissolve,blahblahblahscience,2bmqa,0,0
FALSE,0.035874439,0.040983391,0,0,0.949238139,0.125,onanon,It's Not Over (The Twelves Remix),Planeta Pop,2bnef,0,1
FALSE,0.053811659,0.068437261,0,0,0.949238139,0,harrisonbrome,Fill Your Brains (Master),Poetry in an Empty Coke Can,2bq1c,0,0
FALSE,0.022421525,0.218999237,0,0,0.949238139,0,theweeknd,Can't Feel My Face (Rainer + Grimm Remix),THUMP,2bshg,0.2,0
TRUE,0.02690583,0.148693112,1,0,0.949238139,0.125,crookedcolours,Electric Feel (MGMT Cover),Wonky Sensitive,2bt0t,0,1
FALSE,0.031390135,0.037035087,0.25,0,0.949238139,0,toroymoi,room for 1zone,acid stag,2btxp,0.125,0
